"State","BeerName","ABV","IBU","Style","BreweryName","lat","long"
"OR","Nonstop Hef Hop",0.039,20,"American Pale Wheat Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Hefe Black",0.049,30,"Hefeweizen","Widmer Brothers Brewing Company","44.9308","-123.029"
"OR","Proxima IPA",0.063,70,"American IPA","Hop Valley Brewing Company","44.9308","-123.029"
"OR","Caldera IPA (2009)",0.061,94,"American IPA","Caldera Brewing Company","44.9308","-123.029"
"OR","Abominable Winter Ale (2012)",0.073,70,"American Strong Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Alphadelic IPA",0.065,90,"American IPA","Hop Valley Brewing Company","44.9308","-123.029"
"OR","Double D Blonde (2013)",0.049,20,"American Blonde Ale","Hop Valley Brewing Company","44.9308","-123.029"
"OR","Cascadian Dark Ale",0.06,75,"American Black Ale","Coalition Brewing Company","44.9308","-123.029"
"OR","Descender IPA",0.07,70,"American IPA","Good Life Brewing Company","44.9308","-123.029"
"OR","Nonstop Hef Hop",0.039,20,"American Pale Wheat Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Hefe Lemon",0.049,30,"Radler","Widmer Brothers Brewing Company","44.9308","-123.029"
"OR","Couch Select Lager",0.05,14,"American Pale Lager","Burnside Brewing Co.","44.9308","-123.029"
"OR","Easy Day Kolsch",0.045,25,"Kölsch","Worthy Brewing Company","44.9308","-123.029"
"OR","Nonstop Hef Hop",0.039,20,"American Pale Wheat Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Mac's Scottish Style Amber Ale (2000)",0.051,32,"American Amber / Red Ale","MacTarnahans Brewing Company","44.9308","-123.029"
"OR","Na Zdraví Pilsner",0.048,32,"Czech Pilsener","Southern Oregon Brewing Company","44.9308","-123.029"
"OR","Watershed IPA",0.067,70,"American IPA","Oakshire Brewing","44.9308","-123.029"
"OR","Widmer Brothers Hefeweizen",0.049,30,"Hefeweizen","Widmer Brothers Brewing Company","44.9308","-123.029"
"OR","Yellow Wolf Imperial IPA",0.082,103,"American Double / Imperial IPA","Alameda Brewing","44.9308","-123.029"
"OR","Oakshire Amber Ale",0.054,24,"American Amber / Red Ale","Oakshire Brewing","44.9308","-123.029"
"OR","Mirror Pond Pale Ale",0.05,40,"American Pale Ale (APA)","Deschutes Brewery","44.9308","-123.029"
"OR","Old Grogham Imperial India Pale Ale (2012)",0.085,86,"American Double / Imperial IPA","Natian Brewery","44.9308","-123.029"
"OR","Hopworks IPA (2012)",0.066,75,"American IPA","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Ashland Amber Ale (2009)",0.054,24,"American Amber / Red Ale","Caldera Brewing Company","44.9308","-123.029"
"OR","Double D Blonde",0.049,20,"American Blonde Ale","Hop Valley Brewing Company","44.9308","-123.029"
"OR","Hopportunity Knocks IPA",0.068,100,"American IPA","Caldera Brewing Company","44.9308","-123.029"
"OR","Lawnmower Lager",0.039,16,"American Adjunct Lager","Caldera Brewing Company","44.9308","-123.029"
"OR","Worthy IPA (2013)",0.069,69,"American IPA","Worthy Brewing Company","44.9308","-123.029"
"OR","Loki Red Ale (2013)",0.075,53,"American Amber / Red Ale","Fearless Brewing Company","44.9308","-123.029"
"OR","Totally Radler",0.027,21,"Radler","Hopworks Urban Brewery","44.9308","-123.029"
"OR","P-Town Pilsner",0.04,20,"American Pilsner","Alameda Brewing","44.9308","-123.029"
"OR","Celestial Meridian Cascadian Dark Lager",0.051,45,"Euro Dark Lager","Base Camp Brewing Co.","44.9308","-123.029"
"OR","Caldera Pale Ale",0.056,55,"American Pale Ale (APA)","Caldera Brewing Company","44.9308","-123.029"
"OR","Lost Meridian Wit",0.05,20,"Witbier","Base Camp Brewing Co.","44.9308","-123.029"
"OR","Worthy Pale",0.06,50,"American Pale Ale (APA)","Worthy Brewing Company","44.9308","-123.029"
"OR","Sweet As Pacific Ale",0.06,18,"American Pale Wheat Ale","Good Life Brewing Company","44.9308","-123.029"
"OR","Klickitat Pale Ale",0.053,36,"American Pale Ale (APA)","Alameda Brewing","44.9308","-123.029"
"OR","Lights Out Vanilla Cream Extra Stout",0.077,30,"American Double / Imperial IPA","Worthy Brewing Company","44.9308","-123.029"
"OR","Loki Red Ale",0.075,53,"American Amber / Red Ale","Fearless Brewing Company","44.9308","-123.029"
"PA","Schweet Ale",0.052,20,"Fruit / Vegetable Beer","Liquid Hero Brewery","40.2697","-76.8756"
"PA","Dog Days Summer Ale",0.045,28,"Kölsch","Round Guys Brewing","40.2697","-76.8756"
"PA","Gran Met",0.092,25,"Belgian Strong Pale Ale","Voodoo Brewery","40.2697","-76.8756"
"PA","Helles Golden Lager",0.049,18,"Munich Helles Lager","Sly Fox Brewing Company","40.2697","-76.8756"
"PA","Voodoo Love Child",0.092,25,"Tripel","Voodoo Brewery","40.2697","-76.8756"
"PA","Irregardless IPA",0.065,75,"American IPA","Liquid Hero Brewery","40.2697","-76.8756"
"PA","Lancaster German Style Kölsch",0.048,28,"Kölsch","Lancaster Brewing Company","40.2697","-76.8756"
"PA","Sunshine Pils",0.045,45,"American Pilsner","Tröegs Brewing Company","40.2697","-76.8756"
"PA","Grisette",0.056,25,"Grisette","Sly Fox Brewing Company","40.2697","-76.8756"
"PA","Perpetual IPA",0.075,85,"American IPA","Tröegs Brewing Company","40.2697","-76.8756"
"PA","Jah Mon",0.05,100,"American IPA","Rivertowne Brewing Company","40.2697","-76.8756"
"PA","Pikeland Pils",0.049,44,"German Pilsener","Sly Fox Brewing Company","40.2697","-76.8756"
"PA","Nugget Nectar",0.075,93,"American Amber / Red Ale","Tröegs Brewing Company","40.2697","-76.8756"
"PA","Sly Fox Christmas Ale 2012 (2012)",0.055,16,"Winter Warmer","Sly Fox Brewing Company","40.2697","-76.8756"
"PA","American Hero",0.057,42,"American Amber / Red Ale","Liquid Hero Brewery","40.2697","-76.8756"
"PA","Madra Allta",0.064,95,"American IPA","Lavery Brewing Company","40.2697","-76.8756"
"PA","Wynona's Big Brown Ale",0.075,31,"American Brown Ale","Voodoo Brewery","40.2697","-76.8756"
"PA","Homefront IPA",0.06,70,"American IPA","Sly Fox Brewing Company","40.2697","-76.8756"
"PA","Sundown",0.071,36,"Saison / Farmhouse Ale","Round Guys Brewing","40.2697","-76.8756"
"PA","White Magick of the Sun",0.079,23,"Witbier","Voodoo Brewery","40.2697","-76.8756"
"PA","Royal Weisse Ale",0.056,11,"Hefeweizen","Sly Fox Brewing Company","40.2697","-76.8756"
"PA","Oktoberfest Lager",0.058,25,"Märzen / Oktoberfest","Sly Fox Brewing Company","40.2697","-76.8756"
"PA","Good Vibes IPA",0.073,85,"American IPA","Voodoo Brewery","40.2697","-76.8756"
"PA","American Amber",0.041,8,"American Amber / Red Lager","Straub Brewery","40.2697","-76.8756"
"PA","Pilzilla",0.075,85,"American Double / Imperial Pilsner","Voodoo Brewery","40.2697","-76.8756"
"PA","Hop Farm IPA",0.058,45,"American IPA","Hop Farm Brewing Company","40.2697","-76.8756"
"PA","American Light",0.032,13,"Light Lager","Straub Brewery","40.2697","-76.8756"
"PA","Original Slacker Ale",0.056,40,"English Brown Ale","Round Guys Brewing","40.2697","-76.8756"
"PA","Falling Down Brown Ale",0.065,65,"American Brown Ale","Old Forge Brewing Company","40.2697","-76.8756"
"PA","Phoenix Pale Ale",0.051,40,"American Pale Ale (APA)","Sly Fox Brewing Company","40.2697","-76.8756"
"PA","Monk from the 'Yunk",0.09,30,"Tripel","Manayunk Brewing Company","40.2697","-76.8756"
"PA","Old Forge Pumpkin Ale",0.046,20,"Pumpkin Ale","Old Forge Brewing Company","40.2697","-76.8756"
"PA","American Lager",0.041,8,"American Adjunct Lager","Straub Brewery","40.2697","-76.8756"
"PA","Schuylkill Punch",0.06,14,"Fruit / Vegetable Beer","Manayunk Brewing Company","40.2697","-76.8756"
"PA","Rumspringa Golden Bock",0.066,30,"Maibock / Helles Bock","Lancaster Brewing Company","40.2697","-76.8756"
"PA","Duluchan India Pale Ale",0.056,70,"American IPA","Lavery Brewing Company","40.2697","-76.8756"
"PA","Troegenator Doublebock",0.082,25,"Doppelbock","Tröegs Brewing Company","40.2697","-76.8756"
"PA","Adam's Stout",0.058,40,"American Stout","Liquid Hero Brewery","40.2697","-76.8756"
"PA","Summer Paradise",0.05,18,"American Pale Wheat Ale","Manayunk Brewing Company","40.2697","-76.8756"
"PA","Belgian Style Session Ale",0.045,21,"Belgian Pale Ale","Manayunk Brewing Company","40.2697","-76.8756"
"PA","Dreamin' Double IPA",0.085,85,"American Double / Imperial IPA","Manayunk Brewing Company","40.2697","-76.8756"
"PA","113 IPA",0.07,113,"American IPA","Sly Fox Brewing Company","40.2697","-76.8756"
"PA","Sly Fox Christmas Ale 2013",0.055,16,"Winter Warmer","Sly Fox Brewing Company","40.2697","-76.8756"
"PA","Dunkel Lager",0.053,21,"Munich Dunkel Lager","Sly Fox Brewing Company","40.2697","-76.8756"
"PA","One Nut Brown",0.047,28,"American Brown Ale","Hop Farm Brewing Company","40.2697","-76.8756"
"PA","Odyssey Imperial IPA",0.084,90,"American Double / Imperial IPA","Sly Fox Brewing Company","40.2697","-76.8756"
"PA","Provision",0.042,25,"Saison / Farmhouse Ale","Hop Farm Brewing Company","40.2697","-76.8756"
"RI","Gansett Light",0.037,10,"Light Lager","Narragansett Brewing Company","41.8236","-71.4222"
"RI","Hurricane Amber Ale (2004)",0.052,24,"American Amber / Red Ale","Coastal Extreme Brewing Company","41.8236","-71.4222"
"RI","Narragansett Bock",0.065,32,"Bock","Narragansett Brewing Company","41.8236","-71.4222"
"RI","Captain's Daughter",0.085,69,"American Double / Imperial IPA","Grey Sail Brewing Company","41.8236","-71.4222"
"RI","Narragansett Fest Lager",0.055,15,"Märzen / Oktoberfest","Narragansett Brewing Company","41.8236","-71.4222"
"RI","Narragansett Porter",0.07,22,"American Porter","Narragansett Brewing Company","41.8236","-71.4222"
"RI","Narragansett Summer Ale",0.042,24,"American Pale Wheat Ale","Narragansett Brewing Company","41.8236","-71.4222"
"RI","Narragansett Bohemian Pilsner",0.086,35,"German Pilsener","Narragansett Brewing Company","41.8236","-71.4222"
"RI","Leaning Chimney Smoked Porter",0.06,34,"American Porter","Grey Sail Brewing of Rhode Island","41.8236","-71.4222"
"RI","Newport Storm IPA",0.065,75,"American IPA","Coastal Extreme Brewing Company","41.8236","-71.4222"
"RI","Flying Jenny Extra Pale Ale",0.06,54,"American Pale Ale (APA)","Grey Sail Brewing of Rhode Island","41.8236","-71.4222"
"RI","Hurricane Amber Ale",0.052,24,"American Amber / Red Ale","Coastal Extreme Brewing Company","41.8236","-71.4222"
"RI","Flagship Ale",0.049,22,"Cream Ale","Grey Sail Brewing of Rhode Island","41.8236","-71.4222"
"RI","Hazy Day Belgian-Style Wit",0.04,20,"Witbier","Grey Sail Brewing of Rhode Island","41.8236","-71.4222"
"RI","Autocrat Coffee Milk Stout",0.053,30,"Milk / Sweet Stout","Narragansett Brewing Company","41.8236","-71.4222"
"RI","Narragansett Cream Ale",0.05,22,"Cream Ale","Narragansett Brewing Company","41.8236","-71.4222"
"RI","Narragansett Summer Ale",0.042,24,"American Pale Wheat Ale","Narragansett Brewing Company","41.8236","-71.4222"
"RI","Flying Jenny Extra Pale Ale (2012)",0.06,54,"American Pale Ale (APA)","Grey Sail Brewing of Rhode Island","41.8236","-71.4222"
"RI","Bohemian Pils",0.052,30,"American Pilsner","Narragansett Brewing Company","41.8236","-71.4222"
"RI","Rhode Island Blueberry",0.046,11,"Kölsch","Coastal Extreme Brewing Company","41.8236","-71.4222"
"SC","Westbrook Gose",0.04,5,"Gose","Westbrook Brewing Company","34.0006","-81.0347"
"SC","Westbrook IPA",0.068,65,"American IPA","Westbrook Brewing Company","34.0006","-81.0347"
"SC","Golden Fleece",0.045,35,"Belgian Pale Ale","Quest Brewing Company","34.0006","-81.0347"
"SC","White Thai",0.05,16,"Witbier","Westbrook Brewing Company","34.0006","-81.0347"
"SC","Smoking Mirror",0.055,30,"American Porter","Quest Brewing Company","34.0006","-81.0347"
"SD","Pile O'Dirt Porter",0.069,0,"American Porter","Crow Peak Brewing Company","44.368","-100.336"
"SD","Red Water Irish Style Red",0.065,0,"American Amber / Red Ale","Crow Peak Brewing Company","44.368","-100.336"
"SD","Bear Butte Nut Brown Ale",0.055,0,"American Brown Ale","Crow Peak Brewing Company","44.368","-100.336"
"SD","Mjöllnir",0.066,0,"Herbed / Spiced Beer","Crow Peak Brewing Company","44.368","-100.336"
"SD","Canyon Cream Ale",0.055,0,"Cream Ale","Crow Peak Brewing Company","44.368","-100.336"
"SD","11th Hour IPA",0.06,0,"American IPA","Crow Peak Brewing Company","44.368","-100.336"
"SD","Easy Livin' Summer Ale",0.045,0,"American Blonde Ale","Crow Peak Brewing Company","44.368","-100.336"
"TN","Ananda India Pale Ale",0.062,61,"American IPA","Wiseacre Brewing Company","36.1667","-86.7833"
"TN","Thunder Ann",0.055,37,"American Pale Ale (APA)","Jackalope Brewing Company","36.1667","-86.7833"
"TN","House Brand IPA",0.06,55,"American IPA","Big River Brewing Company","36.1667","-86.7833"
"TN","Tiny Bomb",0.045,23,"American Pilsner","Wiseacre Brewing Company","36.1667","-86.7833"
"TN","Big River Pilsner",0.05,32,"Czech Pilsener","Big River Brewing Company","36.1667","-86.7833"
"TX","Pine Belt Pale Ale",0.065,45,"American Pale Ale (APA)","Southern Star Brewing Company","30.25","-97.75"
"TX","Barn Burner Saison",0.066,20,"Saison / Farmhouse Ale","Karbach Brewing Company","30.25","-97.75"
"TX","Elliott's Phoned Home Pale Ale",0.051,36,"American Pale Ale (APA)","Cedar Creek Brewery","30.25","-97.75"
"TX","The Lawn Ranger",0.05,18,"Cream Ale","Cedar Creek Brewery","30.25","-97.75"
"TX","Buried Hatchet Stout",0.083,50,"Foreign / Export Stout","Southern Star Brewing Company","30.25","-97.75"
"TX","Gone A-Rye",0.085,90,"American Double / Imperial IPA","Cedar Creek Brewery","30.25","-97.75"
"TX","Le Mort Vivant (2011)",0.069,23,"Bière de Garde","Southern Star Brewing Company","30.25","-97.75"
"TX","Luchesa Lager",0.048,35,"Keller Bier / Zwickel Bier","Oasis Texas Brewing Company","30.25","-97.75"
"TX","Weekend Warrior Pale Ale",0.055,40,"American Pale Ale (APA)","Karbach Brewing Company","30.25","-97.75"
"TX","London Homesick Ale",0.049,27,"English Bitter","Oasis Texas Brewing Company","30.25","-97.75"
"TX","Love Street Summer Seasonal (2014)",0.047,20,"Kölsch","Karbach Brewing Company","30.25","-97.75"
"TX","Karbachtoberfest",0.055,25,"Märzen / Oktoberfest","Karbach Brewing Company","30.25","-97.75"
"TX","Power & Light",0.055,42,"American Pale Ale (APA)","Independence Brewing Company","30.25","-97.75"
"TX","Rye Wit",0.042,10,"Witbier","Freetail Brewing Company","30.25","-97.75"
"TX","Scruffy's Smoked Alt",0.051,35,"Smoked Beer","Cedar Creek Brewery","30.25","-97.75"
"TX","Pale Dog",0.06,50,"American Pale Ale (APA)","Hops & Grain Brewery","30.25","-97.75"
"TX","Bat Outta Helles",0.042,20,"Munich Helles Lager","Freetail Brewing Company","30.25","-97.75"
"TX","Bombshell Blonde",0.05,20,"American Blonde Ale","Southern Star Brewing Company","30.25","-97.75"
"TX","PRO-AM (2012) (2012)",0.099,100,"American Double / Imperial IPA","Southern Star Brewing Company","30.25","-97.75"
"TX","Sir William's English Brown Ale",0.049,21,"English Brown Ale","Grapevine Craft Brewery","30.25","-97.75"
"TX","River House",0.05,20,"Saison / Farmhouse Ale","Martin House Brewing Company","30.25","-97.75"
"TX","Texicali",0.065,33,"American Brown Ale","Freetail Brewing Company","30.25","-97.75"
"TX","Monarch Classic American Wheat",0.043,21,"American Pale Wheat Ale","Grapevine Craft Brewery","30.25","-97.75"
"TX","Lake Monster",0.082,25,"Baltic Porter","Oasis Texas Brewing Company","30.25","-97.75"
"TX","Dankosaurus",0.068,70,"American IPA","Cedar Creek Brewery","30.25","-97.75"
"TX","Hijack",0.055,20,"Cream Ale","Infamous Brewing Company","30.25","-97.75"
"TX","Greenbelt Farmhouse Ale",0.051,20,"Saison / Farmhouse Ale","Armadillo Ale Works","30.25","-97.75"
"TX","Deep Ellum IPA",0.07,70,"American IPA","Deep Ellum Brewing Company","30.25","-97.75"
"TX","18th Anniversary Gose",0.044,5,"Gose","Real Ale Brewing Company","30.25","-97.75"
"TX","White Rabbit",0.059,27,"Witbier","Independence Brewing Company","30.25","-97.75"
"TX","Rodeo Clown Double IPA",0.095,85,"American Double / Imperial IPA","Karbach Brewing Company","30.25","-97.75"
"TX","Evil Owl",0.052,40,"American Amber / Red Ale","Branchline Brewing Company","30.25","-97.75"
"TX","Rubberneck Red",0.05,35,"American Amber / Red Ale","Martin House Brewing Company","30.25","-97.75"
"TX","Pretzel Stout",0.065,47,"American Stout","Martin House Brewing Company","30.25","-97.75"
"TX","Yo Soy Un Berliner",0.044,5,"Berliner Weissbier","Freetail Brewing Company","30.25","-97.75"
"TX","Alteration",0.051,40,"Altbier","Hops & Grain Brewery","30.25","-97.75"
"TX","Oklahoma Suks",0.048,32,"American Amber / Red Ale","Independence Brewing Company","30.25","-97.75"
"TX","Broken Bridge",0.056,12,"Dunkelweizen","Texian Brewing Co.","30.25","-97.75"
"TX","Quakertown Stout",0.092,50,"American Double / Imperial Stout","Armadillo Ale Works","30.25","-97.75"
"TX","OktoberFiesta",0.053,27,"","Freetail Brewing Company","30.25","-97.75"
"TX","Red Cockaded Ale (2013)",0.085,110,"American Double / Imperial IPA","Southern Star Brewing Company","30.25","-97.75"
"TX","Dallas Blonde",0.052,23,"American Blonde Ale","Deep Ellum Brewing Company","30.25","-97.75"
"TX","Old Potentate",0.072,40,"Old Ale","Southern Star Brewing Company","30.25","-97.75"
"TX","Firemans #4 Blonde Ale (2015)",0.051,21,"American Blonde Ale","Real Ale Brewing Company","30.25","-97.75"
"TX","Firemans #4 Blonde Ale (2013)",0.051,21,"American Blonde Ale","Real Ale Brewing Company","30.25","-97.75"
"TX","Bombshell Blonde",0.05,20,"American Blonde Ale","Southern Star Brewing Company","30.25","-97.75"
"TX","Weisse Versa",0.052,15,"Hefeweizen","Karbach Brewing Company","30.25","-97.75"
"TX","Infamous IPA",0.07,75,"American IPA","Infamous Brewing Company","30.25","-97.75"
"TX","Le Mort Vivant",0.069,23,"Bière de Garde","Southern Star Brewing Company","30.25","-97.75"
"TX","Brutus",0.071,69,"English India Pale Ale (IPA)","Texian Brewing Co.","30.25","-97.75"
"TX","Valkyrie Double IPA",0.092,100,"American Double / Imperial IPA","Southern Star Brewing Company","30.25","-97.75"
"TX","Pine Belt Pale Ale",0.065,45,"American Pale Ale (APA)","Southern Star Brewing Company","30.25","-97.75"
"TX","Pride of Texas Pale Ale",0.058,60,"American Pale Ale (APA)","Rahr & Sons Brewing Company","30.25","-97.75"
"TX","The Green Room",0.06,75,"American IPA","Uncle Billy's Brewery and Smokeh...","30.25","-97.75"
"TX","Humbucker Helles",0.047,25,"Maibock / Helles Bock","Uncle Billy's Brewery and Smokeh...","30.25","-97.75"
"TX","Weisse Versa (2012)",0.052,16,"Hefeweizen","Karbach Brewing Company","30.25","-97.75"
"TX","Kol' Beer",0.05,22,"Kölsch","South Austin Brewery","30.25","-97.75"
"TX","White (2015)",0.046,25,"Witbier","Real Ale Brewing Company","30.25","-97.75"
"TX","Sympathy for the Lager",0.049,45,"American Amber / Red Lager","Karbach Brewing Company","30.25","-97.75"
"TX","First Stand",0.055,35,"Saison / Farmhouse Ale","Texian Brewing Co.","30.25","-97.75"
"TX","Farmhouse Wit",0.048,25,"Saison / Farmhouse Ale","Deep Ellum Brewing Company","30.25","-97.75"
"TX","Hans' Pils (2015)",0.053,52,"German Pilsener","Real Ale Brewing Company","30.25","-97.75"
"TX","Mother in Lager",0.058,25,"Munich Dunkel Lager","Karbach Brewing Company","30.25","-97.75"
"TX","BLAKKR",0.099,85,"American Black Ale","Real Ale Brewing Company","30.25","-97.75"
"TX","Four Squared (2015)",0.06,50,"American Blonde Ale","Real Ale Brewing Company","30.25","-97.75"
"TX","Red Cockaded Ale",0.085,110,"American Double / Imperial IPA","Southern Star Brewing Company","30.25","-97.75"
"TX","Oak Cliff Coffee Ale",0.075,33,"American Brown Ale","Deep Ellum Brewing Company","30.25","-97.75"
"TX","Soul Doubt",0.059,70,"American IPA","Freetail Brewing Company","30.25","-97.75"
"TX","Dream Crusher Double IPA",0.085,100,"American Double / Imperial IPA","Deep Ellum Brewing Company","30.25","-97.75"
"TX","1836",0.06,40,"American Blonde Ale","Buffalo Bayou Brewing Company","30.25","-97.75"
"TX","Kadigan",0.056,30,"American Blonde Ale","New Republic Brewing Company","30.25","-97.75"
"TX","Battle LIne",0.063,23,"American Brown Ale","Texian Brewing Co.","30.25","-97.75"
"TX","More Cowbell",0.09,118,"American Double / Imperial IPA","Buffalo Bayou Brewing Company","30.25","-97.75"
"TX","Dammit Jim!",0.052,50,"American Amber / Red Ale","New Republic Brewing Company","30.25","-97.75"
"TX","Twisted X",0.051,19,"American Adjunct Lager","Twisted X Brewing Company","30.25","-97.75"
"TX","Lakefire Rye Pale Ale",0.055,35,"American Pale Ale (APA)","Grapevine Craft Brewery","30.25","-97.75"
"TX","LuckenBock",0.07,18,"Bock","South Austin Brewery","30.25","-97.75"
"TX","Texas Pale Ale (TPA)",0.055,40,"American IPA","South Austin Brewery","30.25","-97.75"
"TX","Hopadillo India Pale Ale",0.066,70,"American IPA","Karbach Brewing Company","30.25","-97.75"
"TX","Lobo Lito",0.04,12,"Light Lager","Pedernales Brewing Company","30.25","-97.75"
"TX","Skylight",0.056,20,"Dunkelweizen","New Republic Brewing Company","30.25","-97.75"
"TX","Robert Earl Keen Honey Pils",0.05,17,"American Pilsner","Pedernales Brewing Company","30.25","-97.75"
"TX","Slow Ride",0.048,35,"American Pale Ale (APA)","Oasis Texas Brewing Company","30.25","-97.75"
"TX","Chupahopra",0.075,63,"American IPA","Twisted X Brewing Company","30.25","-97.75"
"TX","Cow Creek",0.054,26,"American Amber / Red Lager","Twisted X Brewing Company","30.25","-97.75"
"TX","El Chingon IPA",0.076,73,"American IPA","Four Corners Brewing Company","30.25","-97.75"
"TX","Block Party Robust Porter",0.057,40,"American Porter","Four Corners Brewing Company","30.25","-97.75"
"TX","Local Buzz",0.052,20,"American Blonde Ale","Four Corners Brewing Company","30.25","-97.75"
"TX","Summer's Wit",0.06,20,"Witbier","Buffalo Bayou Brewing Company","30.25","-97.75"
"UT","Yard Sale Winter Lager",0.04,22,"American Amber / Red Lager","Uinta Brewing Company","40.75","-111.883"
"UT","Cutthroat Pale Ale",0.04,34,"American Pale Ale (APA)","Uinta Brewing Company","40.75","-111.883"
"UT","WYLD Extra Pale Ale",0.04,29,"American Pale Ale (APA)","Uinta Brewing Company","40.75","-111.883"
"UT","Squatters Hop Rising Double IPA",0.09,75,"American Double / Imperial IPA","Utah Brewers Cooperative","40.75","-111.883"
"UT","PUNK'N",0.05,10,"Pumpkin Ale","Uinta Brewing Company","40.75","-111.883"
"UT","Hop Nosh IPA",0.073,83,"American IPA","Uinta Brewing Company","40.75","-111.883"
"UT","Trader Session IPA",0.04,42,"American IPA","Uinta Brewing Company","40.75","-111.883"
"UT","Squatters Hop Rising Double IPA (2014)",0.09,75,"American Double / Imperial IPA","Utah Brewers Cooperative","40.75","-111.883"
"UT","Organic Baba Black Lager",0.04,32,"Schwarzbier","Uinta Brewing Company","40.75","-111.883"
"UT","Hop Notch IPA (2013)",0.073,82,"American IPA","Uinta Brewing Company","40.75","-111.883"
"UT","SUM'R",0.04,17,"American Blonde Ale","Uinta Brewing Company","40.75","-111.883"
"VA","Capital Trail Pale Ale",0.056,55,"American Pale Ale (APA)","Hardywood Park Craft Brewery","37.5333","-77.4667"
"VA","Wild Wolf Wee Heavy Scottish Style Ale",0.057,20,"Scotch Ale / Wee Heavy","Wild Wolf Brewing Company","37.5333","-77.4667"
"VA","Festie",0.048,12,"Märzen / Oktoberfest","Starr Hill Brewery","37.5333","-77.4667"
"VA","Northern Lights India Pale Ale",0.065,52,"American IPA","Starr Hill Brewery","37.5333","-77.4667"
"VA","Troopers Alley IPA",0.059,135,"American IPA","Wolf Hills Brewing Company","37.5333","-77.4667"
"VA","Missile IPA",0.07,65,"American IPA","Champion Brewing Company","37.5333","-77.4667"
"VA","The Great Return",0.075,70,"American IPA","Hardywood Park Craft Brewery","37.5333","-77.4667"
"VA","Blonde Hunny",0.068,21,"Belgian Pale Ale","Wild Wolf Brewing Company","37.5333","-77.4667"
"VA","Flying Mouse 4",0.07,70,"American IPA","Flying Mouse Brewery","37.5333","-77.4667"
"VA","Northern Lights India Pale Ale",0.065,52,"American IPA","Starr Hill Brewery","37.5333","-77.4667"
"VA","Striped Bass Pale Ale",0.052,26,"American Pale Ale (APA)","Devil's Backbone Brewing Company","37.5333","-77.4667"
"VA","Hardywood Cream Ale",0.044,18,"Cream Ale","Hardywood Park Craft Brewery","37.5333","-77.4667"
"VA","Bravo Four Point",0.044,45,"American Pale Ale (APA)","Devil's Backbone Brewing Company","37.5333","-77.4667"
"VA","Alpha Ale",0.051,45,"American Pale Ale (APA)","Wild Wolf Brewing Company","37.5333","-77.4667"
"VA","Main St. Virginia Ale",0.05,40,"Altbier","Center of the Universe Brewing C...","37.5333","-77.4667"
"VA","Hydraulion Red",0.053,22,"Irish Red Ale","Three Notch'd Brewing Company","37.5333","-77.4667"
"VA","Ray Ray’s Pale Ale",0.052,42,"American Pale Ale (APA)","Center of the Universe Brewing C...","37.5333","-77.4667"
"VA","Face Plant IPA",0.062,65,"American IPA","Lost Rhino Brewing Company","37.5333","-77.4667"
"VA","Black Me Stout",0.06,45,"American Stout","Champion Brewing Company","37.5333","-77.4667"
"VA","Hoptopus Double IPA",0.088,108,"American Double / Imperial IPA","Beach Brewing Company","37.5333","-77.4667"
"VA","Rhino Chasers Pilsner",0.056,55,"Czech Pilsener","Lost Rhino Brewing Company","37.5333","-77.4667"
"VA","Alter Ego",0.062,33,"Saison / Farmhouse Ale","Smartmouth Brewing Company","37.5333","-77.4667"
"VA","Wild Wolf American Pilsner",0.045,25,"American Pilsner","Wild Wolf Brewing Company","37.5333","-77.4667"
"VA","Full Nelson Pale Ale (2010)",0.059,60,"American Pale Ale (APA)","Blue Mountain Brewery","37.5333","-77.4667"
"VA","Starr Pils",0.042,20,"German Pilsener","Starr Hill Brewery","37.5333","-77.4667"
"VA","40 Mile IPA",0.06,50,"American IPA","Three Notch'd Brewing Company","37.5333","-77.4667"
"VA","Chin Music Amber Lager",0.045,24,"American Amber / Red Lager","Center of the Universe Brewing C...","37.5333","-77.4667"
"VA","Rule G IPA",0.07,88,"American IPA","Smartmouth Brewing Company","37.5333","-77.4667"
"VA","Main St. Virginia Ale",0.05,40,"Altbier","Center of the Universe Brewing C...","37.5333","-77.4667"
"VA","Steel Wheels ESB",0.065,30,"Extra Special / Strong Bitter (ESB)","Blue Mountain Brewery","37.5333","-77.4667"
"VA","Kölsch 151",0.049,16,"Kölsch","Blue Mountain Brewery","37.5333","-77.4667"
"VA","Full Nelson Pale Ale",0.059,60,"American Pale Ale (APA)","Blue Mountain Brewery","37.5333","-77.4667"
"VA","Blue Mountain Classic Lager",0.053,22,"Euro Pale Lager","Blue Mountain Brewery","37.5333","-77.4667"
"VA","Killer Kolsch",0.05,22,"Kölsch","Champion Brewing Company","37.5333","-77.4667"
"VA","Murphy's Law",0.058,35,"American Amber / Red Ale","Smartmouth Brewing Company","37.5333","-77.4667"
"VT","Heady Topper",0.08,120,"American Double / Imperial IPA","The Alchemist","44.2597","-72.575"
"VT","Long Trail Ale",0.046,30,"American Amber / Red Ale","Long Trail Brewing Company","44.2597","-72.575"
